10,0.1668675
11,0.1280275
12,0.1006575
13,0.080345
14,0.065235
15,0.0538975
16,0.044995
17,0.038515
18,0.03223
19,0.0279725
20,0.0235025
21,0.02092
22,0.0179875
23,0.0159375
24,0.0140075
25,0.0123775
26,0.0110375
27,0.0101075
28,0.0091425
29,0.0081725
30,0.0072675
31,0.0068275
32,0.0062325
33,0.00544
34,0.0051375
35,0.00475
36,0.0044025
37,0.0039025
38,0.003755
39,0.0035775
40,0.003125
41,0.0029325
42,0.0028075
43,0.0024825
44,0.002385
45,0.0023175
46,0.00221
47,0.001825
48,0.0018275
49,0.001815
50,0.001675
51,0.001545
52,0.0014925
53,0.001495
54,0.0013
55,0.001195
56,0.00122
57,0.00114
58,9.85E-4
59,9.25E-4
60,9.975E-4
61,9.025E-4
62,9.075E-4
63,8.775E-4
64,7.675E-4
65,8.075E-4
66,6.875E-4
67,6.75E-4
68,6.6E-4
69,6.875E-4
70,6.05E-4
71,5.825E-4
72,5.85E-4
73,4.65E-4
74,5.275E-4
75,4.9E-4
76,4.6E-4
77,4.575E-4
78,4.425E-4
79,4.375E-4
80,4.4E-4
81,4.35E-4
82,3.3E-4
83,3.75E-4
84,3.525E-4
85,3.325E-4
86,3.125E-4
87,3.45E-4
88,2.825E-4
89,3.525E-4
90,2.5E-4
91,2.85E-4
92,2.75E-4
93,2.6E-4
94,2.525E-4
95,2.575E-4
96,2.4E-4
97,2.325E-4
98,2.275E-4
99,2.375E-4
100,2.125E-4
101,2.175E-4
102,1.825E-4
103,2.025E-4
104,2.0E-4
105,1.8E-4
106,1.625E-4
107,1.95E-4
108,1.675E-4
109,1.475E-4
110,1.975E-4
111,1.725E-4
112,1.475E-4
113,1.475E-4
114,1.725E-4
115,1.675E-4
116,1.825E-4
117,1.3E-4
118,1.5E-4
119,1.275E-4
120,1.2E-4
121,1.15E-4
122,1.0E-4
123,1.175E-4
124,1.25E-4
125,9.25E-5
126,8.25E-5
127,8.25E-5
128,7.25E-5
129,8.5E-5
130,1.225E-4
131,1.0E-4
132,1.125E-4
133,7.25E-5
134,1.1E-4
135,8.75E-5
136,6.75E-5
137,6.25E-5
138,5.5E-5
139,8.5E-5
140,7.0E-5
141,8.25E-5
142,8.25E-5
143,7.0E-5
144,7.0E-5
145,1.05E-4
146,6.5E-5
147,6.0E-5
148,8.25E-5
149,7.0E-5
150,5.75E-5
151,6.75E-5
152,5.5E-5
153,6.0E-5
154,3.75E-5
155,4.25E-5
156,5.25E-5
157,4.5E-5
158,5.25E-5
159,4.75E-5
160,6.0E-5
161,3.5E-5
162,4.25E-5
163,4.5E-5
164,4.0E-5
165,5.0E-5
166,3.5E-5
167,4.0E-5
168,4.5E-5
169,6.0E-5
170,5.0E-5
171,4.5E-5
172,4.75E-5
173,4.75E-5
174,4.5E-5
175,2.25E-5
176,4.5E-5
177,3.75E-5
178,2.5E-5
179,4.25E-5
180,5.25E-5
181,3.25E-5
182,3.75E-5
183,4.25E-5
184,4.5E-5
185,3.75E-5
186,2.5E-5
187,3.0E-5
188,3.5E-5
189,5.0E-5
190,4.75E-5
191,4.5E-5
192,4.0E-5
193,3.75E-5
194,3.0E-5
195,3.25E-5
196,2.75E-5
197,2.25E-5
198,2.75E-5
199,1.25E-5
200,2.0E-5
201,3.0E-5
202,2.25E-5
203,2.5E-5
204,2.5E-5
205,2.5E-5
206,3.0E-5
207,1.75E-5
208,2.25E-5
209,2.75E-5
210,2.75E-5
211,2.25E-5
212,2.5E-5
213,2.0E-5
214,1.5E-5
215,1.5E-5
216,2.0E-5
217,2.75E-5
218,2.75E-5
219,2.0E-5
220,1.5E-5
221,2.75E-5
222,2.25E-5
223,2.75E-5
224,2.25E-5
225,2.75E-5
226,1.5E-5
227,2.0E-5
228,1.0E-5
229,2.0E-5
230,1.0E-5
231,7.5E-6
232,2.0E-5
233,2.25E-5
234,2.25E-5
235,2.5E-5
236,2.25E-5
237,7.5E-6
238,2.25E-5
239,2.0E-5
240,2.5E-5
241,1.25E-5
242,2.5E-5
243,2.0E-5
244,1.25E-5
245,2.0E-5
246,1.5E-5
247,7.5E-6
248,1.5E-5
249,1.5E-5
250,5.0E-6
251,2.5E-6
252,1.0E-5
253,1.25E-5
254,1.75E-5
255,1.5E-5
256,7.5E-6
257,1.5E-5
258,1.75E-5
259,1.75E-5
260,1.5E-5
261,1.25E-5
262,7.5E-6
263,2.0E-5
264,1.25E-5
265,1.25E-5
266,1.25E-5
267,1.25E-5
268,1.0E-5
269,5.0E-6
270,7.5E-6
271,1.75E-5
272,1.0E-5
273,1.25E-5
274,1.5E-5
275,5.0E-6
276,5.0E-6
277,5.0E-6
278,1.0E-5
279,5.0E-6
280,5.0E-6
281,7.5E-6
282,1.5E-5
283,1.0E-5
284,1.25E-5
285,5.0E-6
286,1.5E-5
287,1.0E-5
288,1.0E-5
289,1.0E-5
290,1.0E-5
291,2.5E-6
292,5.0E-6
293,1.0E-5
294,1.25E-5
295,5.0E-6
296,1.0E-5
297,7.5E-6
298,7.5E-6
299,1.0E-5
300,7.5E-6
301,5.0E-6
302,7.5E-6
303,7.5E-6
304,2.5E-6
305,1.5E-5
306,1.5E-5
307,5.0E-6
308,2.5E-6
309,7.5E-6
310,7.5E-6
311,2.5E-6
312,1.25E-5
313,1.0E-5
314,2.5E-6
315,2.5E-6
316,7.5E-6
317,1.5E-5
318,1.5E-5
319,7.5E-6
320,2.5E-6
321,5.0E-6
322,1.0E-5
323,1.25E-5
324,1.0E-5
325,1.0E-5
326,5.0E-6
327,5.0E-6
328,7.5E-6
329,1.0E-5
330,7.5E-6
331,2.5E-6
332,5.0E-6
333,7.5E-6
334,5.0E-6
335,7.5E-6
336,7.5E-6
338,1.25E-5
339,1.25E-5
340,5.0E-6
341,7.5E-6
342,7.5E-6
343,1.0E-5
344,7.5E-6
345,5.0E-6
346,5.0E-6
348,5.0E-6
349,2.5E-6
351,2.5E-6
352,5.0E-6
353,1.0E-5
354,2.5E-6
355,5.0E-6
356,7.5E-6
357,5.0E-6
358,7.5E-6
359,1.0E-5
360,1.0E-5
361,5.0E-6
362,5.0E-6
363,1.0E-5
364,5.0E-6
365,5.0E-6
366,2.5E-6
369,2.5E-6
370,2.5E-6
371,2.5E-6
372,5.0E-6
373,2.5E-6
375,2.5E-6
376,1.0E-5
377,2.5E-6
378,2.5E-6
380,1.0E-5
381,2.5E-6
382,2.5E-6
383,7.5E-6
384,2.5E-6
386,2.5E-6
387,7.5E-6
389,5.0E-6
392,5.0E-6
394,7.5E-6
395,5.0E-6
396,2.5E-6
397,2.5E-6
399,2.5E-6
400,5.0E-6
401,2.5E-6
402,5.0E-6
403,5.0E-6
405,7.5E-6
406,2.5E-6
407,2.5E-6
408,5.0E-6
409,5.0E-6
410,2.5E-6
411,2.5E-6
412,2.5E-6
413,2.5E-6
414,5.0E-6
415,2.5E-6
416,2.5E-6
417,7.5E-6
419,2.5E-6
421,5.0E-6
422,5.0E-6
423,2.5E-6
425,2.5E-6
426,5.0E-6
427,2.5E-6
428,5.0E-6
431,5.0E-6
432,5.0E-6
433,5.0E-6
435,5.0E-6
437,5.0E-6
438,2.5E-6
439,2.5E-6
442,1.0E-5
443,2.5E-6
444,2.5E-6
445,2.5E-6
446,2.5E-6
448,5.0E-6
450,2.5E-6
457,2.5E-6
459,7.5E-6
460,2.5E-6
461,5.0E-6
462,2.5E-6
464,2.5E-6
469,2.5E-6
470,2.5E-6
473,2.5E-6
475,2.5E-6
476,2.5E-6
478,2.5E-6
481,2.5E-6
484,5.0E-6
485,7.5E-6
487,7.5E-6
488,2.5E-6
490,2.5E-6
492,2.5E-6
496,2.5E-6
498,2.5E-6
499,2.5E-6
501,5.0E-6
502,2.5E-6
504,5.0E-6
505,5.0E-6
508,5.0E-6
512,2.5E-6
513,5.0E-6
514,2.5E-6
516,5.0E-6
519,5.0E-6
520,2.5E-6
524,2.5E-6
525,5.0E-6
527,2.5E-6
529,5.0E-6
539,2.5E-6
540,2.5E-6
541,2.5E-6
543,5.0E-6
558,2.5E-6
563,2.5E-6
566,2.5E-6
567,5.0E-6
568,5.0E-6
572,2.5E-6
573,2.5E-6
574,2.5E-6
576,5.0E-6
577,2.5E-6
578,5.0E-6
580,2.5E-6
584,5.0E-6
587,2.5E-6
588,2.5E-6
590,5.0E-6
596,2.5E-6
606,5.0E-6
615,2.5E-6
619,2.5E-6
621,5.0E-6
629,2.5E-6
632,2.5E-6
637,2.5E-6
645,2.5E-6
646,5.0E-6
649,2.5E-6
652,2.5E-6
657,2.5E-6
658,2.5E-6
659,2.5E-6
660,2.5E-6
663,2.5E-6
665,2.5E-6
671,2.5E-6
679,2.5E-6
680,2.5E-6
683,2.5E-6
684,2.5E-6
691,2.5E-6
712,2.5E-6
719,2.5E-6
749,2.5E-6
752,2.5E-6
768,2.5E-6
770,2.5E-6
776,2.5E-6
777,2.5E-6
791,2.5E-6
792,2.5E-6
796,2.5E-6
798,2.5E-6
803,2.5E-6
810,2.5E-6
817,2.5E-6
862,2.5E-6
868,2.5E-6
879,2.5E-6
884,2.5E-6
900,2.5E-6
903,2.5E-6
912,2.5E-6
918,2.5E-6
920,2.5E-6
933,2.5E-6
948,2.5E-6
960,2.5E-6
979,2.5E-6
982,2.5E-6
990,2.5E-6
993,2.5E-6
995,2.5E-6
1035,2.5E-6
1041,2.5E-6
1057,2.5E-6
1064,2.5E-6
1068,7.5E-6
1073,5.0E-6
1081,2.5E-6
1095,2.5E-6
1097,2.5E-6
1100,2.5E-6
1111,2.5E-6
1124,5.0E-6
1149,2.5E-6
1150,2.5E-6
1154,2.5E-6
1161,2.5E-6
1163,2.5E-6
1166,2.5E-6
1168,2.5E-6
1174,2.5E-6
1175,2.5E-6
1185,2.5E-6
1196,2.5E-6
1198,2.5E-6
1199,2.5E-6
1205,7.5E-6
1207,5.0E-6
1210,2.5E-6
1216,2.5E-6
1220,2.5E-6
1228,2.5E-6
1229,2.5E-6
1237,5.0E-6
1238,2.5E-6
1239,2.5E-6
1244,2.5E-6
1270,2.5E-6
1275,2.5E-6
1277,2.5E-6
1278,2.5E-6
1281,2.5E-6
1283,2.5E-6
1285,2.5E-6
1292,5.0E-6
1296,2.5E-6
1299,2.5E-6
1301,2.5E-6
1310,5.0E-6
1312,2.5E-6
1338,2.5E-6
1341,2.5E-6
1348,2.5E-6
1360,2.5E-6
1365,2.5E-6
1371,2.5E-6
1381,2.5E-6
1387,2.5E-6
1388,2.5E-6
1412,2.5E-6
1417,2.5E-6
1418,2.5E-6
1430,2.5E-6
1462,2.5E-6
1504,2.5E-6
1507,2.5E-6
1519,2.5E-6
1538,2.5E-6
1545,2.5E-6
1574,2.5E-6
1617,2.5E-6
1638,2.5E-6
1646,2.5E-6
1708,2.5E-6
1816,2.5E-6
